time,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z,gamma1_deg,gamma2_deg,varpi1_rpm,varpi2_rpm,euler_roll_deg,euler_pitch_deg,euler_yaw_deg
8.040039107,0.8096558790313955,0.06158115085223755,0.007794798737758157,0.5836131942667593,0.13907920879687868,-0.00017307022633639146,0.874688994693664,17.034735486443775,1.704821551401688e-08,10000.0,-10000.0,6.25818793980072,-3.3971623913605846,71.3835912230678
8.05008431,0.8070477117963069,0.06218041191234313,0.00793160511145419,0.5871496205390176,0.1400584198571065,-0.000173007497815042,0.8776938951991345,17.09501044330373,1.7111154162053175e-08,10000.0,-10000.0,6.308316599850482,-3.4522135421126716,71.8835640141753
8.060032993,0.8044144762509807,0.06278252212398858,0.008070200694308907,0.5906865303816948,0.14104090217978424,-0.00017301738162810165,0.8806975601504206,17.155285231911815,1.717439792706118e-08,10000.0,-10000.0,6.358422214640672,-3.50789110279407,72.38523140769703
8.070075849,0.8017560596876495,0.06338746273620732,0.00821060010463029,0.5942237258540944,0.1420264043618874,-0.00017294454662970804,0.8836992282929681,17.21553378074508,1.7237617074575943e-08,10000.0,-10000.0,6.408497911413159,-3.564197668608121,72.88859292521656
8.080039982,0.7990723520558124,0.06399521410162787,0.008352817137395512,0.5977610050830916,0.14301511936522698,-0.00017295656233315415,0.8866994953103581,17.275779802544648,1.7300809047431508e-08,10000.0,-10000.0,6.458536652498498,-3.6211357943312823,73.39364778428133
8.090195984,0.7963632425294724,0.06460575659192352,0.008496866320594898,0.6012981668239641,0.14400688167857456,-0.00017290148180719445,0.8896978664943838,17.329980505732827,1.735723202386958e-08,10000.0,-10000.0,6.508531406155629,-3.6787079478306444,73.90039555342881
8.100082666,0.7936286032335601,0.06521908086669927,0.008642762235667316,0.6048350306334688,0.1450063736904873,-0.00017387570125042273,0.8927084270700251,17.390506598168752,1.7420364278630446e-08,10000.0,-10000.0,6.558475946611487,-3.7369174540544767,74.40883904950473
8.110095109,0.7908682936514466,0.0658351772675405,0.008790529681427059,0.6083714310509006,0.14600955794526088,-0.0001737121955215637,0.8957189396286973,17.451012097125975,1.7483519191662865e-08,10000.0,-10000.0,6.6083645944987035,-3.7957668126664594,74.91898360559217
8.120073422,0.7880822102330002,0.06645402263950385,0.008940182038180852,0.6119071546684365,0.14701562981996158,-0.00017366001872802517,0.8987269928125399,17.51149217823478,1.7546659270588247e-08,10000.0,-10000.0,6.65818982272622,-3.8552582210802204,75.43082792229146
8.130079117,0.7880822102330002,0.06645402263950385,0.008940182038180852,0.6119071546684365,0.14701562981996158,-0.00017366001872802517,0.8987269928125399,17.57194264599573,1.7609782670684883e-08,10000.0,-10000.0,6.65818982272622,-3.8552582210802204,75.43082792229146
8.140107989,0.7852702478098004,0.06707559453008824,0.009091733231352341,0.6154419898820845,0.14802459293327047,-0.0001735824227658972,0.9017326134048986,17.63237132933872,1.767288780167543e-08,10000.0,-10000.0,6.707944158081718,-3.9153938570873676,75.94437122225128
8.150091583,0.7824323025681899,0.06769987000187533,0.009245196960835644,0.6189757231368006,0.14903654138219313,-0.00017353284257463908,0.9047360957764154,17.692786435879302,1.7735973454949097e-08,10000.0,-10000.0,6.757620036894648,-3.9761758345614315,76.45961270974875
8.16019106,0.7766780484203015,0.06895643969618093,0.00955791808826968,0.6260390281190754,0.15106960819656987,-0.00017344341164883537,0.9107373240835264,17.75317458803299,1.779872313987066e-08,10000.0,-10000.0,6.856706044450618,-4.099686954770897,77.49518820416674
8.170115197,0.7766780484203015,0.06895643969618093,0.00955791808826968,0.6260390281190754,0.15106960819656987,-0.00017344341164883537,0.9107373240835264,17.807532273362455,1.7855365841748342e-08,10000.0,-10000.0,6.856706044450618,-4.099686954770897,77.49518820416674
8.180276479,0.7708186057909678,0.07022355492298717,0.009878459176550697,0.6330953682856508,0.15311943008869391,-0.0001742360978179841,0.9167441889119943,17.87420414091641,1.7925111792802714e-08,10000.0,-10000.0,6.95538738374591,-4.2258079924815615,78.5375545538725
8.190053047,0.7708186057909678,0.07022355492298717,0.009878459176550697,0.6330953682856508,0.15311943008869391,-0.0001742360978179841,0.9167441889119943,17.928568123917454,1.798174898595969e-08,10000.0,-10000.0,6.95538738374591,-4.2258079924815615,78.5375545538725
8.200103238,0.7678491520553272,0.07086101881382723,0.010041707153521444,0.6366204205160437,0.1541481720603195,-0.00017342937567448036,0.9197425367162386,17.98913415373187,1.8044718396320866e-08,10000.0,-10000.0,7.004558380623624,-4.289852134921618,79.06128943574858
8.21019851,0.764853083668828,0.07150105329128292,0.010206954553342591,0.6401430917062747,0.15518260286298566,-0.0001740543071037659,0.9227466145305293,18.049709740896496,1.8107708467565253e-08,10000.0,-10000.0,7.0536054068373,-4.354554565938789,79.5867239371792
8.220058789,0.7618302818059007,0.07214363942536552,0.010374222227725244,0.6436631825164264,0.15622056927984557,-0.00017402592878312806,0.9257501312953365,18.110283825656467,1.8170685460368786e-08,10000.0,-10000.0,7.102521399558222,-4.419916978023814,80.11386141697712
8.23016961,0.7587806478730212,0.0727887518046605,0.010543524390512095,0.6471804695118236,0.1572618812732975,-0.00017403501429984203,0.9287525350710413,18.17079433215326,1.8233647797176343e-08,10000.0,-10000.0,7.15129833123202,-4.485940922978693,80.64270193037021
8.240127094,0.7557040885694087,0.07343636208189941,0.010714875198594471,0.6506947231176337,0.1583054649347001,-0.0001738428582877677,0.9317507473847204,18.231304725470732,1.829659264093316e-08,10000.0,-10000.0,7.199927911390037,-4.552627640108861,81.17324489935235
8.250211903,0.752600512511615,0.07408644255170238,0.010888287007843988,0.6542057113808488,0.15935240849566723,-0.00017387524045156533,0.9347479110759211,18.291781443863275,1.8359519215583883e-08,10000.0,-10000.0,7.248401752578146,-4.619978503757265,81.70548966125386
8.260071692,0.7494698258489262,0.07473896536941849,0.011063774314770137,0.6577132050486754,0.16040212718802732,-0.000173776155510022,0.9377423613379323,18.35225578090842,1.842242617257334e-08,10000.0,-10000.0,7.29671156341229,-4.687994671092242,82.2394362564159
8.270178797,0.7463119372800071,0.0753939024894778,0.011241350360826468,0.6612169717897711,0.16145516009283123,-0.00017379142750464927,0.9407356452051614,18.41267107649141,1.84853124177907e-08,10000.0,-10000.0,7.344848925427931,-4.756677317232727,82.77508454532932
8.280109193,0.7431267582547262,0.07605122377702359,0.01142102914937573,0.6647167762445956,0.16251051414046983,-0.00017361413328369213,0.9437249564934569,18.47309002410479,1.8548175686681045e-08,10000.0,-10000.0,7.392805282364081,-4.826027314901298,83.31243422107825
8.290090635,0.7399142020357443,0.07671089979612139,0.01160282298693795,0.6682123808917423,0.16356927886808942,-0.00017365792425194648,0.9467133952921407,18.527434637094473,1.8604622809890254e-08,10000.0,-10000.0,7.440571992014582,-4.896045662733481,83.85148492814884
8.300083226,0.7366741800884304,0.07737290087929866,0.01178674593672719,0.671703550102859,0.16463074647459036,-0.00017434389009265971,0.9496989727208437,18.588062374548723,1.86674181421326e-08,10000.0,-10000.0,7.488140480902515,-4.9667331593463695,84.39223690321646
8.310099581,0.7334065806244153,0.07803720920738119,0.011972814699718672,0.675190071893902,0.1657003775395788,-0.00017425714366881007,0.9526969833912273,18.64868758357945,1.873023520392453e-08,10000.0,-10000.0,7.535503193219662,-5.038091495991945,84.9346943735299
8.320090802,0.7301112967040561,0.07870379967857738,0.012161050764352725,0.6786717285887066,0.16677278266569814,-0.00017419150646909298,0.9556922621962636,18.709285713093355,1.8793039021886773e-08,10000.0,-10000.0,7.582652309549799,-5.110121318450145,85.47886107408918
8.33008222,0.7267882462797991,0.07937264019993925,0.012351467116620338,0.6821482759028948,0.1678480840206331,-0.0001741084099417256,0.9586851658515161,18.769851921050826,1.8855827471408793e-08,10000.0,-10000.0,7.629578907638381,-5.182823133578663,86.02473689969129
8.340071486,0.7234373488302256,0.08004369803360853,0.012544076775288153,0.6856194679707212,0.16892616569460758,-0.0001740303705026619,0.9616753870250513,18.830387078489487,1.8918598631435566e-08,10000.0,-10000.0,7.676273995850153,-5.25619732093851,86.57232179701897
8.350035424,0.7200585256945711,0.08071693985504086,0.012738892526433706,0.6890850570228602,0.17000705066738583,-0.00017395523256438783,0.9646630057784393,18.89089216716047,1.898135050457875e-08,10000.0,-10000.0,7.72272850112522,-5.3302441541943715,87.12161571284112
8.360046008,0.7166516995472769,0.08139233188027946,0.012935927135648489,0.6925447939564856,0.17109074886278414,-0.00017386292814491888,0.9676480651560286,18.951361792290918,1.9044081449672127e-08,10000.0,-10000.0,7.7689332933664526,-5.40496379760453,87.67261868464196
8.370082019,0.7132167951646822,0.0820698395539445,0.013135193197881945,0.695998427606172,0.1721771443907938,-0.00017381614594370876,0.9706302628822527,19.011809534663993,1.910678950749402e-08,10000.0,-10000.0,7.814879154293029,-5.4803562839799795,88.22533072444536
8.38002278,0.7097537378694562,0.08274942837484033,0.013336703272809277,0.6994457062773246,0.1732665146858802,-0.00017379457668804943,0.9736103747570395,19.072244820991482,1.9169473927433513e-08,10000.0,-10000.0,7.860556846336178,-5.5564215844882,88.77975206425148
8.390049696,0.7062624524445715,0.08343106400682448,0.013540470440848515,0.7028863787881432,0.17435901310225102,-0.00017369307011162738,0.9765888283310249,19.13264336651923,1.9232133755324213e-08,10000.0,-10000.0,7.905957157737851,-5.633159584234025,89.33588333083755
8.40009842,0.7027428673401143,0.0841147105279579,0.013746507480218148,0.7063201904288795,0.17545412879577318,-0.00017367126062203808,0.9795642440849727,19.19302729121345,1.9294767273666588e-08,10000.0,-10000.0,7.951070725281417,-5.710569962645827,89.89372489454387
8.410057859,0.6991949121895666,0.08480033213598208,0.013954826703390884,0.7097468853397877,0.17655235834184793,-0.00017367044495582296,0.9825379839331794,19.253405909525654,1.9357374329794014e-08,10000.0,-10000.0,7.995888144463979,-5.788652368016951,90.45327724954241
8.42028212,0.6956185155758213,0.08548789331337894,0.014165441249184483,0.7131662086492511,0.1776538314607423,-0.00017359373681063994,0.9855104032060493,19.313756080637205,1.9419954313039994e-08,10000.0,-10000.0,8.040400069390607,-5.867406351342535,91.01454137135474
8.430088612,0.6920136095082556,0.08617735709292604,0.014378363881941265,0.7165779022771441,0.1787580600904039,-0.0001737490474067599,0.9884801940015338,19.37414793459403,1.94825070707379e-08,10000.0,-10000.0,8.084597010062762,-5.946831272968656,91.57751803055393
8.440069566,0.6883801213853328,0.0868686889681374,0.014593607985381792,0.7199817122430544,0.179866524506136,-0.00017353892757887568,0.9914513321366567,19.434474884934115,1.9545033353498637e-08,10000.0,-10000.0,8.128469667815034,-6.026926629887335,92.14220900365638
8.450070371,0.6847179867421906,0.08756184983116166,0.014811187004540363,0.7233773771866127,0.180976882356689,-0.00017348876720359174,0.9944175471938307,19.49477421557598,1.96075304387674e-08,10000.0,-10000.0,8.172008420133897,-6.107691382383916,92.70861517810124
8.460056312,0.6810271479001448,0.08825679987800013,0.01503111149282749,0.7267646295641933,0.18209014751912866,-0.00017345986395626845,0.9973815719109286,19.555058087554126,1.9669997575933275e-08,10000.0,-10000.0,8.215203388451101,-6.189124514795604,93.27673671888616
8.470077752,0.6773075435909773,0.08895350023356728,0.015253393634183965,0.7301432052505821,0.18320645118864934,-0.00017342057384825416,1.0003437646311948,19.615323916856926,1.9732434039829802e-08,10000.0,-10000.0,8.258044856197051,-6.271224925595439,93.84657468257754
8.480070734,0.6735591140981586,0.08965191146324396,0.015478045642010135,0.7335128388033807,0.18432572111754977,-0.00017341458821998335,1.0033039418467506,19.675581731508082,1.9794839563290384e-08,10000.0,-10000.0,8.300523059695712,-6.353991375306856,94.41813023047602
8.490197398,0.6697818006325305,0.09035199400741732,0.015705079721237556,0.7368732639954297,0.18544816855967736,-0.00017338539604543068,1.0062626683894214,19.735825363690292,1.985721406998172e-08,10000.0,-10000.0,8.342628215391803,-6.437422531736095,94.99140472056843
8.500073323,0.6659755460864589,0.09105370765765351,0.015934508122098463,0.7402242131864805,0.18657363887560552,-0.00017347331986518333,1.009219542068061,19.796090732087922,1.9919557776181523e-08,10000.0,-10000.0,8.384350490004378,-6.52151691294569,95.5663996029257
8.510075497,0.6621402917108912,0.09175701313759115,0.016166343580458303,0.7435654200998876,0.1877027995589697,-0.00017334246843492274,1.0121763148481713,19.856308191321652,1.998155912747541e-08,10000.0,-10000.0,8.425680134464596,-6.606273023343345,96.14311690247561
8.520054104,0.6582759857707517,0.09246186795625817,0.016400598194183918,0.7468966125980607,0.18883438729752053,-0.00017332744744508188,1.0151296855062648,19.91049470594382,2.0037206990015387e-08,10000.0,-10000.000000000002,8.466607139218691,-6.691688992499986,96.72155797117337
8.530074859,0.65438257931559,0.09316823003008545,0.016637282609561526,0.7502175162102696,0.18996909665247205,-0.00017415629140714317,1.018081479998716,19.97092934950501,2.0099743386940008e-08,10000.0,-10000.000000000002,8.507121414828534,-6.7777629856033235,97.30172408326304
8.54013522,0.6504599911246153,0.09387607018329532,0.016876414278660958,0.753527882718484,0.1911124511314104,-0.00017412379884339246,1.0210459983370703,20.031406889226627,2.016200377532937e-08,10000.0,-10000.000000000002,8.547214151663479,-6.864494045576605,97.88362149741333
8.550071678,0.6465081479383167,0.09458535100184694,0.01711801365450664,0.7568274569766542,0.19225885242511748,-0.0001741193661172341,1.0240086627722453,20.091877686559837,2.022424354100218e-08,10000.0,-10000.000000000002,8.58687620657312,-6.951880144545022,98.46725570028464
8.560137516,0.6425270030285822,0.09529602894101813,0.017362092449509103,0.7601159615433396,0.19340839358246842,-0.00017400951193360936,1.0269697195317866,20.152309564801318,2.0286462887513938e-08,10000.0,-10000.000000000002,8.626097434500995,-7.039919020743272,99.05262861375915
8.570062337,0.6385165154358042,0.09600805837907934,0.017608661493954764,0.7633931145107277,0.19456051653478657,-0.00017401681924199275,1.0299277429102802,20.212735524532135,2.0348660122809543e-08,10000.0,-10000.000000000002,8.664867498264183,-7.128608152347702,99.63974170127001
8.580117123,0.6344766439326381,0.09672139439479278,0.017857731641535163,0.766658634328814,0.19571583574529283,-0.0001739038443282076,1.0328843209439977,20.273121833490737,2.0410834445389223e-08,10000.0,-10000.000000000002,8.70317610628128,-7.217944995255632,100.22859682673857
8.590072064,0.6304073515959936,0.09743599020498044,0.018109313483857165,0.7699122363176492,0.19687370146723376,-0.00017390865132244082,1.0358378021084407,20.333501165594424,2.047298395964239e-08,10000.0,-10000.000000000002,8.741012836117218,-7.307926729394085,100.8191956256822
8.600068273,0.6263086015840194,0.09815179969447095,0.018363417501594308,0.7731536358941014,0.19803475909079235,-0.00017382871391910526,1.0387898432578582,20.39385097385554,2.053510838568023e-08,10000.0,-10000.000000000002,8.778367301629219,-7.398550513801097,101.41154008889173
8.610075338,0.622180359913013,0.09886877539638497,0.0186200542607865,0.7763825465384048,0.19919851847745787,-0.00017378878877624682,1.0417392071900629,20.45418076874127,2.0597206082336534e-08,10000.0,-10000.000000000002,8.815229045236359,-7.489813263821232,102.0056321928374
8.620081326,0.6180225951437526,0.09958686950112747,0.018879233776384573,0.7795986799929586,0.20036522303377013,-0.00017376125351914462,1.0446865223590196,20.51449576763272,2.0659276400778134e-08,10000.0,-10000.000000000002,8.851587556276355,-7.58171178747102,102.60147393265122
8.630083109,0.6138352764831235,0.10030603401664519,0.0191409663666694,0.7828017477569201,0.2015349437116126,-0.00017373506688482532,1.0476319756615746,20.574796771306513,2.072131862856079e-08,10000.0,-10000.000000000002,8.88743234166594,-7.67424275846209,103.19906759998126
8.640066215,0.6096183749664835,0.10102622044133963,0.019405262308338826,0.7859914601834466,0.20270768306843018,-0.00017370742150786544,1.0505755802162098,20.635083315867416,2.078333233312906e-08,10000.0,-10000.000000000002,8.922752883460603,-7.767402698460061,103.79841561801364
8.650087165,0.6053718638898574,0.10174737964864124,0.019672131714187375,0.7891675261812127,0.20388341809322466,-0.00017366595255820239,1.053517285092105,20.6953509530116,2.0845316903816452e-08,10000.0,-10000.000000000002,8.95753862517452,-7.861187969503848,104.39952048475178
8.660067826,0.6010957194266449,0.10246946171920132,0.019941584362940294,0.7923296528055966,0.20506208307611223,-0.0001736599097503927,1.0564569336786216,20.755610263438385,2.0907271729956454e-08,10000.0,-10000.000000000002,8.991778952045529,-7.955594762380196,105.00238469241184
8.670068631,0.5967899188262221,0.10319241661751576,0.02021363009079844,0.7954775465709769,0.20624386822809923,-0.00017362052184338728,1.0593950064655138,20.815851973677134,2.0969196531660264e-08,10000.0,-10000.000000000002,9.0254632593107,-8.050619148955585,105.60701097738679
8.680000102,0.5924544421973537,0.10391619335731087,0.02048827854100335,0.798610912222701,0.20742857763341274,-0.00017360115581865898,1.0623310225969749,20.87005834862989,2.1024794357713996e-08,10000.0,-10000.000000000002,9.05858088841692,-8.146257003503571,106.21340208377029
8.690102024,0.5880892702739172,0.10464074199163309,0.020765538808408767,0.8017294541814767,0.20861741659570598,-0.00017438641416099576,1.0652679628293165,20.930528548425773,2.1086638589606614e-08,10000.0,-10000.000000000002,9.091121214879129,-8.24250423181987,106.82156104688008
8.700093148,0.5836943473556873,0.10536602415908546,0.02104542966703813,0.8048329017305734,0.20981382811705884,-0.00017441873434385913,1.0682142712759497,20.991032020422985,2.1148498253550553e-08,10000.0,-10000.000000000002,9.123074953028448,-8.33935746179941,107.43149620637251
8.710089553,0.579269640581232,0.10609199078446346,0.021327966962545342,0.8079209681754298,0.2110135440213141,-0.00017435104894793219,1.071159388700374,21.05151114631823,2.1210340386277086e-08,10000.0,-10000.000000000002,9.154432016768595,-8.436812217818012,108.04321321782095
8.720089087,0.5748151394907047,0.10681858798938215,0.0216131596903444,0.8109933513910184,0.2122160180519181,-0.00017429165576335337,1.0741019806392653,21.111964957255093,2.127216304128675e-08,10000.0,-10000.000000000002,9.185181586060942,-8.53486370800938,108.65671506569626
8.730110625,0.5703308376896095,0.1075457611114233,0.021901016002277104,0.8140497468492334,0.21342129795684678,-0.00017423881744901837,1.0770421758628785,21.17239571739721,2.1333964717357738e-08,10000.0,-10000.000000000002,9.215312761384324,-8.633506979655895,109.27200459742937
8.740065664,0.5658167306744483,0.10827345510076093,0.022191543975487157,0.8170898491508791,0.2146294749179416,-0.0001742083858941451,1.0799802069529394,21.23281213321585,2.139605319040546e-08,10000.0,-10000.000000000002,9.244814642013088,-8.732736926707764,109.88908482540317
8.750074879,0.561272815180804,0.1090016145782969,0.022484751880199823,0.8201133524649049,0.21584053112203566,-0.00017412304580705085,1.082916039801698,21.29319465552813,2.1457795301048374e-08,10000.0,-10000.000000000002,9.273676349763003,-8.832548284421252,110.50795901797878
8.760054268,0.5566990931255863,0.10973018274362965,0.022780647093620814,0.8231199480186319,0.21705425473132645,-0.00017408942818555873,1.085849172630473,21.353559021474158,2.1519511534698395e-08,10000.0,-10000.000000000002,9.301886896207169,-8.93293555327463,111.12863017921292
8.770014001,0.552095567318625,0.11045910288641916,0.02307923708291515,0.8261093268764879,0.21827089676311545,-0.00017403294505072275,1.0887802230314987,21.413899789817954,2.15812025529109e-08,10000.0,-10000.000000000002,9.329435334838726,-9.033893121770932,111.75110161776057
8.780141936,0.5474622432799627,0.11118831745398229,0.023380529192809616,0.8290811788355154,0.21949030363842206,-0.0001739631915073092,1.091708830897844,21.474211911333445,2.164286694351962e-08,10000.0,-10000.000000000002,9.356310698887734,-9.135415172168434,112.37537671617726
8.790131887,0.5427991299805431,0.1119177682822328,0.02368453016550813,0.8320351919636148,0.22071260392012648,-0.0001740422992518864,1.0946353149126855,21.534541617975922,2.170450407041361e-08,10000.0,-10000.000000000002,9.382501981494647,-9.23749572307579,113.00145883000313
8.800110885,0.5381062319294123,0.11264739876091284,0.023991248329300895,0.8349710574114116,0.22193846595379885,-0.00017400011872392707,1.0975612759989264,21.59485605202901,0.11459158078620986,10000.0,-10000.000000000002,9.40799840252635,-9.340128784550638,113.62935232260234
8.810061327,0.5334088009469284,0.11338322550595026,0.024299573638577474,0.8378716047027793,0.2230412528985885,-0.0034519819644576732,1.0765875859347915,21.65514871602939,1.2605071721718402,9999.99999999998,-9999.99999999998,9.433359305192637,-9.443675332816001,114.25548226210418
8.820174007,0.5288958075879535,0.11411817875523622,0.024632348545569723,0.8406185302493661,0.22306951331248787,-0.0034391744558009696,1.0197751577790228,21.715412627314837,2.4064227635023574,9999.999999999984,-9999.999999999984,9.462473523721059,-9.54393315940583,114.8541699115839
8.830147137,0.5246075744785175,0.11484122822165883,0.024994085597847736,0.8431925526150214,0.2218318876805307,-0.0034271457634538482,0.9629937523088471,21.775692136188198,3.5523383547773695,9999.999999999984,-9999.999999999984,9.495602401243625,-9.639145828358867,115.42042174130702
8.840073718,0.5205469661660549,0.11554928020503821,0.02537968148018095,0.8455974761240588,0.21932995796833854,-0.0034156366520039644,0.9062688463666795,21.835953873162,4.698253945996505,9999.999999999985,-9999.999999999984,9.532176779835543,-9.729317382779925,115.95423845539908
8.85004812,0.5167166020576648,0.1162392765929581,0.02578398691585559,0.8478369948013886,0.21556441588811792,-0.003404738299575702,0.8496225881204266,21.896181805254148,5.844169537159404,9999.999999999985,-9999.999999999985,9.571616744109798,-9.814442788492993,116.45563682053174
8.860089705,0.5131188592694258,0.1169081937629494,0.026201810155950023,0.8499146872702454,0.21053702582717013,-0.0033945397676572314,0.7930784310575328,21.95638715014371,6.99008512826572,9999.999999999987,-9999.999999999985,9.613331896556923,-9.89450931888834,116.9246495278492
8.870204438,0.5097558696516541,0.11755304212533114,0.02662792286497718,0.8518340151500541,0.20425068786634276,-0.003385061024123656,0.7366612528391357,22.016594703346012,8.136000719315126,9999.999999999987,-9999.999999999987,9.65672183992152,-9.969497957712782,117.36132578110087
8.880015722,0.506629519332747,0.11817086439705504,0.02705706531182849,0.8535983201512489,0.19670877245905186,-0.0033763081083067054,0.6803957785059898,22.070800735069174,9.167324751210677,9999.999999999989,-9999.999999999987,9.701176543331648,-10.039384726443023,117.76573153386785
8.890052809,0.5037414488659405,0.11875873501891619,0.027483950447489133,0.8552108208032391,0.1879164906759737,-0.0033688212119872413,0.6243097519187119,22.131242105873362,10.313240342151115,9999.999999999989,-9999.999999999989,9.746076683867791,-10.104142208690863,118.13794958795397
8.90005469,0.5010930308169432,0.1193137625473247,0.027903275826349834,0.8566746218557248,0.17787932547754834,-0.0033613055705955935,0.5684302566477832,22.191696936900836,11.4591559330338,9999.99999999999,-9999.999999999989,9.790794691835954,-10.163741181342722,118.47808256210251
8.910053637,0.49868543363021633,0.11983306941598576,0.028309711194019562,0.8579926771316279,0.1665981499222743,-0.0033544319962117847,0.5127724680957806,22.25213071421637,12.605071523858468,9999.99999999999,-9999.999999999989,9.834693016563847,-10.218150503723422,118.78624490163878
8.92007938,0.4965196071240389,0.1203137980604992,0.028697904553493782,0.8591677950271913,0.1540777965242779,-0.0033482360730857086,0.4573595149997462,22.31254246957612,13.75098711462487,9999.999999999993,-9999.99999999999,9.877124958018412,-10.26733936564835,119.06256470438606
8.930072166,0.4945962717173711,0.12075311028835131,0.02906249035571715,0.8602026424124084,0.14032382202407867,-0.0033427460229416978,0.4022149429958379,22.372940446136862,14.896902705332774,9999.999999999993,-9999.99999999999,9.917435345792201,-10.311278728069462,119.30718511569528
8.940103678,0.49291591842304006,0.12114818516712991,0.02939809377127055,0.8610997425841547,0.12534229911768774,-0.003337911502903662,0.34736222671990036,22.43331727954452,16.042818295981977,9999.999999999996,-9999.999999999993,9.95496088565149,-10.349942732010044,119.52026428712836
8.950081405,0.4914788126342862,0.1214962159937653,0.029699333741828617,0.8618614713549273,0.10913966505534742,-0.003333797091480073,0.292824420460643,22.493683457445155,17.18873388657227,9999.999999999996,-9999.999999999993,9.9890303975819,-10.383310040452418,119.7019748144965
8.960094923,0.49028499319155067,0.1217944085434094,0.02996082725036147,0.8624900557856862,0.09172299536380321,-0.0033303233737992446,0.23862478056775538,22.554026204882486,18.33464947710347,9999.999999999998,-9999.999999999996,10.01896522346198,-10.41136528020184,119.85250372730808
8.970105508,0.48933427672645496,0.1220399777230234,0.03017719213690375,0.8629875703234049,0.07309961214509103,-0.0033275705215753543,0.18478587086709605,22.614354679525032,19.480565067575423,9999.999999999998,-9999.999999999996,10.044079483633528,-10.434100336615831,119.97205177850209
8.98009937,0.4886262556902656,0.12223014621354923,0.030343051466230397,0.8633559363521185,0.05327765753297536,-0.0033255050086675106,0.13133086258092586,22.66863853079103,20.511889098949414,10000.0,-9999.999999999996,10.063680563541915,-10.451515809014055,120.06083348034566
8.990071229,0.48816029341659534,0.12236214528629233,0.03045303795987242,0.863596923229451,0.03226809423271325,-0.003324979697725711,0.07828802283930457,22.72920801855039,21.65780468930842,10000.0,-9999.999999999998,10.077069733212467,-10.463622689478877,120.11907744479286
9.00007712,0.48793548948448545,0.12243321831846336,0.030501809836617853,0.8637121654523628,0.010080974121422556,-0.003324224029239196,0.0256822637386729,22.789772677953913,22.80372027960783,10000.000000000002,-9999.999999999998,10.083543746578458,-10.470443971244963,120.14703049891673
9.010070884,0.4879124825637049,0.12244030724411427,0.030501074684246145,0.8637241833847165,0.0016398278951671504,0.0016008732935870625,0.006518107829902203,22.850309826618407,22.402649823192693,10000.0,-10000.0,10.083621108685344,-10.47145252358299,120.14993039968569
9.020250649,0.48780606047439223,0.12245896172020741,0.030529685283698805,0.8637806367216972,0.015022544245944285,0.0016012171909443812,0.03705795946252393,22.91081847327428,21.829692028098414,10000.0,-10000.000000000002,10.086331960876574,-10.472887634691045,120.16346342747407
9.03006653,0.4875593563518774,0.1225145297497722,0.0305966662043196,0.8639096642885278,0.028114345281944335,0.001601738212795318,0.06770852610439726,22.971349894522486,21.256734233038937,10000.0,-10000.000000000002,10.093426618268358,-10.477395271511265,120.19455078371685
9.040074572,0.4871720031126413,0.12260629839245142,0.0307006901007673,0.8641114526524077,0.04091383374991765,0.001602917229054604,0.09846654636455454,23.031810539366447,20.68377643801423,10000.0,-10000.000000000002,10.104722421663377,-10.484992781245229,120.24325525532656
9.050179526,0.4866436210756691,0.1227335381543869,0.030840418776819763,0.8643861019522102,0.053418947612816445,0.0016042636354869563,0.1293272169301112,23.09224444582141,20.110818643024267,10000.0,-10000.000000000002,10.120033022554217,-10.495700616726165,120.30963600721671
9.060003426,0.4859737961211855,0.12289551035881718,0.031014508966880308,0.8647336371685524,0.06562961698547025,0.001605866313190752,0.16029007167755463,23.15268510206692,19.53786084806899,10000.000000000002,-10000.000000000002,10.139169090789151,-10.509542725411036,120.39375136636012
9.0700676,0.4851620819280115,0.12309146533693137,0.031221612625605126,0.8651540072874546,0.077544406233956,0.0016080555815594436,0.19135153807803768,23.213059360834386,18.964903053148376,10000.000000000002,-10000.000000000002,10.161938204389944,-10.526546062219044,120.49565865841186
9.080028116,0.4842080169659258,0.1233206395686501,0.031460371245997626,0.8656470765868554,0.08916179717478115,0.0016103733763801198,0.22250779434958667,23.2734266186214,18.391945258262357,10000.000000000002,-10000.000000000002,10.18814425323436,-10.546740159447738,120.6154121614787
9.090067549,0.4831111049627683,0.1235822616366373,0.031729421528943036,0.8662126347957905,0.10048140581937429,0.0016131243152875119,0.2537574317686622,23.32773001185321,17.876283242894488,10000.000000000002,-10000.000000000005,10.217588067977196,-10.570157337944567,120.75306564461465
9.100058673,0.48187081593068076,0.12387555431967642,0.03202739413298035,0.8668503964475898,0.11150547979776061,0.001615284227280682,0.2851046823704811,23.388334109625745,17.303325448074084,10000.000000000002,-10000.000000000005,10.250067365900364,-10.596832688888076,120.90867231726979
9.110063097,0.48048655217736663,0.12419973930463109,0.03235292657888165,0.8675600187163709,0.12223304012074791,0.001618734265587382,0.31654660991778344,23.4489382924678,16.73036765328814,10000.000000000002,-10000.000000000005,10.28537784728519,-10.626803921546829,121.08228926646544
